investigation_type,accident_number,event_date,location,country,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,far_description,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,Year,total_passengers,fatal_serious_injuries,fatal_serious_fraction,make_model
Incident,NYC95IA114B,1995-05-19,"NEWARK, NJ",United States,Incident,Minor,Airplane,Boeing,737-500,No,2.0,Turbo Fan,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,288.0,VMC,1995,288.0,0.0,0.0,Boeing 737-500
Incident,NYC95IA114A,1995-05-19,"NEWARK, NJ",United States,Incident,Minor,Airplane,Boeing,767-383ER,No,2.0,Turbo Fan,Part 129: Foreign,,0.0,0.0,0.0,288.0,VMC,1995,288.0,0.0,0.0,Boeing 767-383ER
Accident,FTW95LA309,1995-07-23,"BELEN, NM",United States,Fatal(1),,Airplane,De Havilland,DHC-6,No,2.0,Turbo Prop,Part 91: General Aviation,Skydiving,1.0,0.0,0.0,17.0,VMC,1995,18.0,1.0,0.05555555555555555,De Havilland DHC-6
Accident,NYC95MA220,1995-09-10,"WEST POINT, VA",United States,Fatal(12),Destroyed,Airplane,Beechcraft,65,No,2.0,Reciprocating,Part 91: General Aviation,Skydiving,12.0,0.0,0.0,0.0,VMC,1995,12.0,12.0,1.0,Beechcraft 65
Accident,MIA95WA232,1995-09-15,"BOGOTA, COLOMBIA",Colombia,Non-Fatal,Substantial,Airplane,Ayres,AY-65,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,1995,2.0,0.0,0.0,Ayres AY-65
Accident,LAX95LA335,1995-09-15,"BAKERSFIELD, CA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,1995,1.0,0.0,0.0,Piper PA-18-150
Incident,FTW96RA039,1995-11-07,"PANAMA CITY, Panama",Panama,Incident,Minor,Airplane,Boeing,B727-224,No,,Unknown,Part 121: Air Carrier,Unknown,0.0,0.0,2.0,10.0,UNK,1995,12.0,0.0,0.0,Boeing B727-224
Accident,DCA96RA020,1995-12-20,"BUGA, Colombia",Colombia,Fatal(160),Destroyed,Airplane,Boeing,B757,No,,Unknown,Part 121: Air Carrier,Unknown,160.0,4.0,0.0,0.0,VMC,1995,164.0,164.0,1.0,Boeing B757
Accident,NYC96LA058,1996-02-07,"BRADFORD, PA",United States,Non-Fatal,Substantial,Airplane,Beechcraft,1900D,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,0.0,0.0,2.0,14.0,IMC,1996,16.0,0.0,0.0,Beechcraft 1900D
Accident,DCA96RA042B,1996-02-24,"Havana, Cuba",Cuba,Fatal(4),Destroyed,Airplane,Cessna,337,No,,Unknown,Part 91: General Aviation,Other Work Use,4.0,0.0,0.0,0.0,VMC,1996,4.0,4.0,1.0,Cessna 337
Accident,DCA96RA042A,1996-02-24,"Havana, Cuba",Cuba,Fatal(4),Destroyed,Airplane,Cessna,337,No,,Unknown,Part 91: General Aviation,Other Work Use,4.0,0.0,0.0,0.0,VMC,1996,4.0,4.0,1.0,Cessna 337
Accident,ANC96LA033,1996-03-13,"CRIPPLE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,185,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,0.0,0.0,0.0,1.0,VMC,1996,1.0,0.0,0.0,Cessna 185
Accident,IAD96FA061,1996-04-14,"HARTWOOD, VA",United States,Fatal(1),Destroyed,Airplane,Cessna,P206C,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,1.0,2.0,0.0,1.0,VMC,1996,4.0,3.0,0.75,Cessna P206C
Accident,MIA96LA135,1996-04-27,"RAEFORD, NC",United States,Fatal(1),,Airplane,De Havilland,DHC-6,No,2.0,Turbo Prop,Part 91: General Aviation,Skydiving,1.0,0.0,0.0,4.0,VMC,1996,5.0,1.0,0.2,De Havilland DHC-6
Accident,DCA96MA068,1996-07-06,"PENSACOLA, FL",United States,Fatal(2),Substantial,Airplane,McDonnell Douglas,MD-88,No,2.0,Turbo Jet,Part 121: Air Carrier,Unknown,2.0,2.0,3.0,137.0,VMC,1996,144.0,4.0,0.027777777777777776,McDonnell Douglas MD-88
Accident,ATL96LA117,1996-08-07,"DAWSON, GA",United States,Non-Fatal,Destroyed,Airplane,Grumman,G164,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,1996,1.0,0.0,0.0,Grumman G164
Incident,DCA97WA005,1996-11-06,"BUENOS AIRES, Argentina",Argentina,Incident,Minor,Airplane,McDonnell Douglas,MD-11,No,,Unknown,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,282.0,UNK,1996,282.0,0.0,0.0,McDonnell Douglas MD-11
Accident,DCA97WA011,1996-11-23,"COMORSO ISLANDS, Ethiopia",Ethiopia,Fatal(125),Destroyed,Airplane,Boeing,767,No,,Unknown,Part 129: Foreign,Unknown,125.0,44.0,2.0,4.0,VMC,1996,175.0,169.0,0.9657142857142857,Boeing 767
Incident,DCA97WA029,1997-02-15,"Panama City, Panama",Panama,Incident,,Airplane,Boeing,737,No,,,Part 129: Foreign,,0.0,0.0,0.0,63.0,,1997,63.0,0.0,0.0,Boeing 737
Accident,DCA97WA039,1997-04-10,"ZURICH, Switzerland",Switzerland,Fatal(10),Destroyed,Airplane,Cessna,414,No,,Unknown,"Non-U.S., Non-Commercial",Business,10.0,0.0,0.0,0.0,UNK,1997,10.0,10.0,1.0,Cessna 414
Accident,ATL97FA060,1997-04-19,"ATHENS, GA",United States,Fatal(1),Destroyed,Airplane,Beechcraft,C23,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,1.0,0.0,0.0,0.0,VMC,1997,1.0,1.0,1.0,Beechcraft C23
Accident,NYC97FA080,1997-04-27,"WATERFORD, VA",United States,Fatal(2),Destroyed,Airplane,Piper,PA-60-601P,No,2.0,Reciprocating,Part 91: General Aviation,Personal,2.0,0.0,0.0,0.0,IMC,1997,2.0,2.0,1.0,Piper PA-60-601P
Accident,DCA97WA043,1997-04-27,"JINAN, CHINA",China,Unavailable,Substantial,Airplane,McDonnell Douglas,MD-82,No,,Unknown,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,0.0,UNK,1997,0.0,0.0,,McDonnell Douglas MD-82
Accident,DCA97WA044,1997-04-30,,Cambodia,Fatal(2),Destroyed,Airplane,Cessna,208,No,,Unknown,Part 129: Foreign,Unknown,2.0,0.0,0.0,0.0,UNK,1997,2.0,2.0,1.0,Cessna 208
Accident,FTW97LA177,1997-05-04,"DENVER, CO",United States,Non-Fatal,,Airplane,Boeing,737-201,No,2.0,Turbo Jet,Part 121: Air Carrier,Unknown,0.0,1.0,0.0,96.0,VMC,1997,97.0,1.0,0.010309278350515464,Boeing 737-201
Accident,DCA97WA045,1997-05-08,"SHENZHEN, China",China,Fatal(35),Destroyed,Airplane,Boeing,737-300,Yes,,Unknown,Part 129: Foreign,Unknown,35.0,0.0,0.0,0.0,UNK,1997,35.0,35.0,1.0,Boeing 737-300
Accident,DCA97WA047A,1997-05-14,"LONDON, United Kingdom",United Kingdom,Non-Fatal,Minor,Airplane,Boeing,747-400,No,4.0,Turbo Fan,Part 129: Foreign,Unknown,0.0,0.0,0.0,573.0,VMC,1997,573.0,0.0,0.0,Boeing 747-400
Accident,DCA97WA047B,1997-05-14,"LONDON, UNITED KINGDOM",United Kingdom,Non-Fatal,Substantial,Airplane,Boeing,B777,No,2.0,Turbo Fan,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,573.0,VMC,1997,573.0,0.0,0.0,Boeing B777
Accident,MIA97FA173,1997-05-25,"HOMESTEAD, FL",United States,Fatal(6),Destroyed,Airplane,Cessna,205,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,6.0,0.0,0.0,1.0,VMC,1997,7.0,6.0,0.8571428571428571,Cessna 205
Accident,NYC97WA104,1997-06-01,"CARROLL LAKE, CANADA",Canada,Fatal(2),Substantial,Airplane,Cessna,TU-206G,No,,Unknown,Part 91: General Aviation,Personal,2.0,0.0,1.0,0.0,VMC,1997,3.0,2.0,0.6666666666666666,Cessna TU-206G
Accident,ATL97WA079,1997-06-03,"ASUNCION, Paraguay",Paraguay,Non-Fatal,,Airplane,Boeing,767-300,No,,Unknown,Part 121: Air Carrier,Unknown,0.0,1.0,0.0,122.0,UNK,1997,123.0,1.0,0.008130081300813009,Boeing 767-300
Accident,ANC97LA091,1997-06-26,"CHUGIAK, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,2.0,0.0,VMC,1997,2.0,0.0,0.0,Piper PA-18
Incident,CHI97IA212,1997-07-12,"MEMPHIS, TN",United States,Incident,,Airplane,McDonnell Douglas,DC-9-15,No,2.0,Turbo Jet,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,75.0,VMC,1997,75.0,0.0,0.0,McDonnell Douglas DC-9-15
Accident,MIA97WA226,1997-08-02,"LIMA, Peru",Peru,Fatal(1),,Airplane,Boeing,757-200,No,,Unknown,Part 121: Air Carrier,Unknown,1.0,0.0,0.0,149.0,UNK,1997,150.0,1.0,0.006666666666666667,Boeing 757-200
Accident,DCA97MA058,1997-08-06,"NIMITZ HILL, GU",United States,Fatal(228),Destroyed,Airplane,Boeing,747-300,No,4.0,Turbo Fan,Part 129: Foreign,Unknown,228.0,26.0,0.0,0.0,IMC,1997,254.0,254.0,1.0,Boeing 747-300
Accident,LAX97LA294,1997-08-18,"CHANDLER, AZ",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,1997,2.0,0.0,0.0,Piper PA-18-150
Accident,MIA97FA239,1997-08-23,"BROWNSVILLE, TN",United States,Fatal(1),Destroyed,Airplane,Beechcraft,95-B55,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,1.0,0.0,0.0,0.0,VMC,1997,1.0,1.0,1.0,Beechcraft 95-B55
Accident,SEA97FA201,1997-09-01,"BREMERTON, WA",United States,Fatal(5),Destroyed,Airplane,Cessna,182C,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,5.0,0.0,0.0,0.0,VMC,1997,5.0,5.0,1.0,Cessna 182C
Incident,DCA98WA006,1997-09-02,"SPA BELGIUM, Belgium",Belgium,Incident,Minor,Airplane,De Havilland,DHC-2,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,0.0,UNK,1997,0.0,0.0,,De Havilland DHC-2
Accident,FTW97LA338,1997-09-03,"SAGUACHE, CO",United States,Non-Fatal,Substantial,Airplane,Beechcraft,V35B,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,1997,1.0,0.0,0.0,Beechcraft V35B
Accident,IAD97FA117,1997-09-06,"SMITHFIELD, RI",United States,Fatal(5),Destroyed,Airplane,Cessna,182E,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,5.0,1.0,0.0,0.0,VMC,1997,6.0,6.0,1.0,Cessna 182E
Accident,CHI97FA308,1997-09-14,"St. Ignaces, MI",United States,Fatal(2),Destroyed,Airplane,Piper,PA-28-235,No,1.0,Reciprocating,Part 91: General Aviation,Personal,2.0,0.0,0.0,0.0,IMC,1997,2.0,2.0,1.0,Piper PA-28-235
Accident,DCA98MA002,1997-10-08,"MONTROSE, CO",United States,Fatal(9),Destroyed,Airplane,Cessna,208B,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,,9.0,0.0,0.0,0.0,IMC,1997,9.0,9.0,1.0,Cessna 208B
Accident,DCA98WA004,1997-10-09,"BANJUL, Gambia",Gambia,Fatal(8),Destroyed,Airplane,Beechcraft,BE-200,No,,Unknown,Part 129: Foreign,Unknown,8.0,0.0,1.0,0.0,IMC,1997,9.0,8.0,0.8888888888888888,Beechcraft BE-200
Accident,DCA98WA082,1997-10-09,"HARBIN, CHINA",China,Unavailable,Substantial,Airplane,Cessna,650-0220,No,,Unknown,"Non-U.S., Non-Commercial",Unknown,0.0,0.0,0.0,0.0,UNK,1997,0.0,0.0,,Cessna 650-0220
Accident,ATL98LA004,1997-10-20,"BLAKLEY, GA",United States,Non-Fatal,Destroyed,Airplane,Piper,PA-25-235C,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,1997,1.0,0.0,0.0,Piper PA-25-235C
Accident,DCA98WA005,1997-10-24,"MONTEVIDEO, URUGUAY",Uruguay,Unavailable,Substantial,Airplane,McDonnell Douglas,MD-11,Yes,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,0.0,UNK,1997,0.0,0.0,,McDonnell Douglas MD-11
Accident,FTW98LA046,1997-11-07,"BROOMFIELD, CO",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,1997,2.0,0.0,0.0,Piper PA-22-150
Accident,MIA98LA031,1997-11-08,"ELBERTA, AL",United States,Fatal(1),Minor,Airplane,De Havilland,DHC-6-6,No,2.0,Turbo Prop,Part 91: General Aviation,Skydiving,1.0,0.0,0.0,17.0,VMC,1997,18.0,1.0,0.05555555555555555,De Havilland DHC-6-6
Accident,DCA98WA007,1997-11-18,"MWANZA AIRPORT, TANZANIA",Tanzania,Non-Fatal,Substantial,Airplane,McDonnell Douglas,DC-8F,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,4.0,0.0,UNK,1997,4.0,0.0,0.0,McDonnell Douglas DC-8F
Incident,DCA98WA039,1997-11-23,"PARIS, France",France,Incident,,Airplane,McDonnell Douglas,MD-83,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,138.0,UNK,1997,138.0,0.0,0.0,McDonnell Douglas MD-83
Incident,DCA98WA017,1997-12-02,"PARIS, France",France,Incident,Minor,Airplane,McDonnell Douglas,MD83-2,Yes,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,0.0,UNK,1997,0.0,0.0,,McDonnell Douglas MD83-2
Incident,MIA98WA056,1997-12-05,"MONTEVIDEO, Uruguay",Uruguay,Incident,,Airplane,Boeing,707-320,No,,Unknown,"Non-U.S., Non-Commercial",Positioning,0.0,0.0,0.0,3.0,VMC,1997,3.0,0.0,0.0,Boeing 707-320
Accident,DCA98RA016,1998-01-09,"LONDON, United Kingdom",United Kingdom,Non-Fatal,Minor,Airplane,Boeing,767-322ER,No,,Turbo Fan,Part 121: Air Carrier,Unknown,0.0,1.0,4.0,87.0,UNK,1998,92.0,1.0,0.010869565217391304,Boeing 767-322ER
Incident,DCA98WA024,1998-02-17,"BRUSSELS, Belgium",Belgium,Incident,Minor,Airplane,Boeing,757-200,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,2.0,UNK,1998,2.0,0.0,0.0,Boeing 757-200
Incident,DCA99WA029,1998-03-08,"MANCHESTER, United Kingdom",United Kingdom,Incident,Minor,Airplane,McDonnell Douglas,DC-10-30,No,,Unknown,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,253.0,UNK,1998,253.0,0.0,0.0,McDonnell Douglas DC-10-30
Incident,DCA98WA032,1998-03-08,"KOLN-BONN, Germany",Germany,Incident,,Airplane,McDonnell Douglas,DC8-73,No,,Unknown,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,3.0,UNK,1998,3.0,0.0,0.0,McDonnell Douglas DC8-73
Accident,DCA98WA028,1998-03-10,"MOMBOSA, Kenya",Kenya,Fatal(6),Destroyed,Airplane,Boeing,707-336,No,,Unknown,Part 129: Foreign,Unknown,6.0,0.0,0.0,0.0,UNK,1998,6.0,6.0,1.0,Boeing 707-336
Accident,CHI98FA106,1998-03-21,"GRAIN VALLEY, MO",United States,Fatal(6),Destroyed,Airplane,Cessna,U206G,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,6.0,0.0,0.0,0.0,VMC,1998,6.0,6.0,1.0,Cessna U206G
Incident,DCA98WA046,1998-04-04,"KEFLAVIK, Iceland",Iceland,Incident,Minor,Airplane,Boeing,767-304,No,,Unknown,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,0.0,UNK,1998,0.0,0.0,,Boeing 767-304
Accident,DCA98WA050,1998-04-12,"ALMA-ATA, KAZAKHSTAN",Kazakhstan,Unavailable,Substantial,Airplane,Boeing,737-200,Yes,,Unknown,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,0.0,UNK,1998,0.0,0.0,,Boeing 737-200
Accident,DCA98WA053,1998-04-26,"EUCEMBUNE, Australia",Australia,Unavailable,Destroyed,Airplane,Cessna,210,Yes,,Unknown,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,0.0,UNK,1998,0.0,0.0,,Cessna 210
Incident,DCA98WA042,1998-04-27,"BREMEN, Germany",Germany,Incident,,Airplane,Boeing,737-500,No,,Unknown,"Non-U.S., Commercial",Other Work Use,0.0,0.0,0.0,0.0,UNK,1998,0.0,0.0,,Boeing 737-500
Accident,MIA98LA167,1998-05-21,"SPARTANBURG, SC",United States,Non-Fatal,Substantial,Airplane,North American,T-28B,No,1.0,Reciprocating,Part 91: General Aviation,Positioning,0.0,0.0,0.0,1.0,VMC,1998,1.0,0.0,0.0,North American T-28B
Accident,DCA98WA048,1998-05-29,"BOMBAY, INDIA",India,Unavailable,Substantial,Airplane,Boeing,B-737-500,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,0.0,UNK,1998,0.0,0.0,,Boeing B-737-500
Accident,DCA98WA051,1998-06-06,"ANTALYA, France",France,Non-Fatal,,Airplane,McDonnell Douglas,MD-83,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,173.0,UNK,1998,173.0,0.0,0.0,McDonnell Douglas MD-83
Accident,NYC98LA126,1998-06-10,"TAUNTON, MA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-24-180,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,3.0,VMC,1998,3.0,0.0,0.0,Piper PA-24-180
Incident,DCA98WA062,1998-06-27,"MUNICH, Germany",Germany,Incident,,Airplane,Boeing,737-800,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,0.0,UNK,1998,0.0,0.0,,Boeing 737-800
Incident,DCA98WA070,1998-07-02,"BRAZIL, Brazil",Brazil,Incident,,Airplane,Boeing,737-400,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,5.0,UNK,1998,5.0,0.0,0.0,Boeing 737-400
Accident,ATL98LA092,1998-07-04,"GREEN SEA, SC",United States,Fatal(1),Substantial,Airplane,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,1.0,0.0,0.0,4.0,VMC,1998,5.0,1.0,0.2,Cessna 182
Incident,DCA98WA069,1998-07-20,"AMSTERDAM, Netherlands",Netherlands,Incident,,Airplane,Boeing,747,No,,Unknown,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,3.0,UNK,1998,3.0,0.0,0.0,Boeing 747
Incident,DCA98WA074,1998-07-29,"LONDON HEATHROW, United Kingdom",United Kingdom,Incident,Minor,Airplane,Boeing,777,No,,Unknown,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,1.0,UNK,1998,1.0,0.0,0.0,Boeing 777
Accident,DCA98WA079,1998-08-05,"SEOUL, KOREA, REPUBLIC OF","Korea, Republic Of",Unavailable,Substantial,Airplane,Boeing,747-400,No,,Unknown,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,0.0,IMC,1998,0.0,0.0,,Boeing 747-400
Incident,DCA98WA081,1998-08-13,"GATWICK, United Kingdom",United Kingdom,Incident,,Airplane,Boeing,737-200,No,,Unknown,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,0.0,UNK,1998,0.0,0.0,,Boeing 737-200
Incident,DCA99WA003,1998-09-12,,Vietnam,Incident,Substantial,Airplane,Boeing,767,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,200.0,VMC,1998,200.0,0.0,0.0,Boeing 767
Accident,MIA98WA258,1998-09-28,"MISSING, Bolivia",Bolivia,Fatal(7),Destroyed,Airplane,Cessna,U206G,No,,Unknown,Part 91: General Aviation,Personal,7.0,0.0,0.0,0.0,UNK,1998,7.0,7.0,1.0,Cessna U206G
Incident,DCA99WA004,1998-10-13,"AMSTERDAM, Netherlands",Netherlands,Incident,Minor,Airplane,McDonnell Douglas,DC-10-30,No,,Unknown,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,0.0,UNK,1998,0.0,0.0,,McDonnell Douglas DC-10-30
Incident,DCA99WA009,1998-11-05,"LUXEUIL, France",France,Incident,Minor,Airplane,Beechcraft,1900C,No,,Unknown,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,0.0,UNK,1998,0.0,0.0,,Beechcraft 1900C
Accident,MIA99WA029,1998-11-11,"CONCEPCION, Bolivia",Bolivia,Non-Fatal,,Airplane,Boeing,777-222B,No,,Turbo Fan,Part 121: Air Carrier,Unknown,0.0,1.0,0.0,227.0,UNK,1998,228.0,1.0,0.0043859649122807015,Boeing 777-222B
Accident,DCA99WA010,1998-11-14,"OOSTEND, Belgium",Belgium,Unavailable,Destroyed,Airplane,Boeing,707-355C,Yes,,Unknown,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,0.0,UNK,1998,0.0,0.0,,Boeing 707-355C
Incident,DCA99WA014,1998-11-28,"LONDON, United Kingdom",United Kingdom,Incident,Minor,Airplane,Boeing,747-400,No,,Unknown,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,0.0,UNK,1998,0.0,0.0,,Boeing 747-400
Accident,DCA99WA017,1998-12-05,"ISTANBUL, Turkey",Turkey,Fatal(2),Destroyed,Airplane,Beechcraft,KINGAIR 300,No,,Unknown,Part 129: Foreign,Unknown,2.0,0.0,0.0,0.0,UNK,1998,2.0,2.0,1.0,Beechcraft KINGAIR 300
Accident,DCA99WA025,1998-12-17,"CAMARINES PROVI, Philippines",Philippines,Fatal(2),Destroyed,Airplane,Beechcraft,95,Yes,,Unknown,Part 129: Foreign,Unknown,2.0,0.0,0.0,0.0,UNK,1998,2.0,2.0,1.0,Beechcraft 95
Incident,DCA99WA036,1998-12-25,"SHANGHAI, CHINA",China,Incident,Substantial,Airplane,McDonnell Douglas,MD-11,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,0.0,UNK,1998,0.0,0.0,,McDonnell Douglas MD-11
Incident,DCA99WA027,1998-12-28,"CURITBA, BRAZIL",Brazil,Incident,Substantial,Airplane,Embraer,EMB-145,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,40.0,UNK,1998,40.0,0.0,0.0,Embraer EMB-145
Accident,DCA99WA031,1999-01-15,"LONDON, UNITED KINGDOM",United Kingdom,Non-Fatal,Substantial,Airplane,Boeing,767-300,No,,Turbo Fan,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,91.0,UNK,1999,91.0,0.0,0.0,Boeing 767-300
Accident,DCA99WA035,1999-01-28,"NAPLES, ITALY",Italy,Unavailable,Substantial,Airplane,McDonnell Douglas,MD-82,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,0.0,UNK,1999,0.0,0.0,,McDonnell Douglas MD-82
Accident,DCA99WA038,1999-02-07,"SLOVAK REPUBLIC, SLOVAKIA",Slovakia,Non-Fatal,Substantial,Airplane,Boeing,707,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,4.0,UNK,1999,4.0,0.0,0.0,Boeing 707
Incident,DCA99WA039,1999-02-08,"AMSTERDAM, Netherlands",Netherlands,Incident,Minor,Airplane,Boeing,747-200,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,3.0,UNK,1999,3.0,0.0,0.0,Boeing 747-200
Accident,DCA99WA050,1999-03-04,"BIARRITZ, FRANCE",France,Unavailable,Substantial,Airplane,Boeing,737-228,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,0.0,IMC,1999,0.0,0.0,,Boeing 737-228
Accident,DCA99WA047,1999-03-05,"MADRAS, India",India,Non-Fatal,Destroyed,Airplane,Boeing,747-200F,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,2.0,UNK,1999,2.0,0.0,0.0,Boeing 747-200F
Incident,DCA99WA049,1999-03-10,"CALGARY, Canada",Canada,Incident,Minor,Airplane,Boeing,727-200,No,,Unknown,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,96.0,UNK,1999,96.0,0.0,0.0,Boeing 727-200
Accident,DCA99WA048,1999-03-15,"POHANG, KOREA, REPUBLIC OF","Korea, Republic Of",Unavailable,Substantial,Airplane,McDonnell Douglas,MD-83,No,,Unknown,"Non-U.S., Commercial",Unknown,0.0,0.0,0.0,0.0,UNK,1999,0.0,0.0,,McDonnell Douglas MD-83
Incident,DCA99WA081,1999-03-20,"GENEVA, Switzerland",Switzerland,Incident,Minor,Airplane,Boeing,MD80/87,No,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,0.0,2.0,UNK,1999,2.0,0.0,0.0,Boeing MD80/87
Accident,IAD99WA071,1999-04-24,"Georgetown, Guyana",Guyana,Unavailable,Destroyed,Airplane,Cessna,172M,No,,Unknown,"Non-U.S., Non-Commercial",Unknown,0.0,0.0,0.0,0.0,UNK,1999,0.0,0.0,,Cessna 172M
Accident,IAD99FA043,1999-05-09,"CELINA, OH",United States,Fatal(6),Destroyed,Airplane,Cessna,205,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,6.0,0.0,0.0,0.0,VMC,1999,6.0,6.0,1.0,Cessna 205
Accident,LAX99LA190,1999-05-22,"MOKULEIA, HI",United States,Fatal(1),Destroyed,Airplane,Beechcraft,B90,No,2.0,Turbo Prop,Part 91: General Aviation,Skydiving,1.0,0.0,0.0,0.0,VMC,1999,1.0,1.0,1.0,Beechcraft B90
Accident,IAD99WA072,1999-06-05,,France,Non-Fatal,,Airplane,Mooney,M20,No,,Unknown,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,UNK,1999,2.0,0.0,0.0,Mooney M20
Accident,DCA99WA061,1999-06-09,"ZHANJIANG, CHINA",China,Non-Fatal,Substantial,Airplane,Boeing,737-300,Yes,,Unknown,Part 129: Foreign,Unknown,0.0,0.0,4.0,71.0,UNK,1999,75.0,0.0,0.0,Boeing 737-300
Incident,DCA99WA062,1999-06-09,"TEGUCIGALPA, Honduras",Honduras,Incident,Minor,Airplane,Boeing,757,No,,Unknown,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,94.0,UNK,1999,94.0,0.0,0.0,Boeing 757
Accident,LAX99FA220,1999-06-19,"PASO ROBLES, CA",United States,Fatal(4),Destroyed,Airplane,Cessna,182A,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,4.0,1.0,0.0,0.0,VMC,1999,5.0,5.0,1.0,Cessna 182A
Incident,DCA99WA063,1999-06-24,"POINTE A PITRE, France",France,Incident,,Airplane,McDonnell Douglas,DC-10,No,,Unknown,Part 121: Air Carrier,Unknown,0.0,0.0,0.0,3.0,UNK,1999,3.0,0.0,0.0,McDonnell Douglas DC-10
Accident,MIA99LA192,1999-06-30,"ROCK SPRINGS, NC",United States,Non-Fatal,Substantial,Airplane,Cessna,182Q,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,3.0,VMC,1999,3.0,0.0,0.0,Cessna 182Q
